gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;tenure_group;avg_charge_per_tenure;high_value_flag;service_density;y_true;y_prob;y_pred;Prediction_Type;Risk_Level;Estimated_Cost
Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);80,45;5737,60;61-72;79,69;0;1;0;0,18;0;TN;Low;0
Female;0;Yes;Yes;42;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;Yes;Credit card (automatic);94,45;3923,80;25-60;93,42;1;3;0;0,38;0;TN;Low;0
Male;0;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;50,45;50,45;0-6;50,45;0;0;1;0,92;1;TP;High;0
Male;0;Yes;Yes;45;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);73,85;3371,00;25-60;74,91;0;4;0;0,14;0;TN;Low;0
Male;0;Yes;Yes;62;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);81,45;4983,05;61-72;80,37;0;2;0;0,31;0;TN;Low;0
Male;0;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90,85;90,85;0-6;90,85;0;2;1;0,94;1;TP;High;0
Female;0;No;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Mailed check;47,40;3177,25;61-72;48,14;0;4;0;0,10;0;TN;Low;0
Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,40;168,65;7-12;24,09;0;0;0;0,49;0;TN;Low;0
Male;1;Yes;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);108,50;6991,90;61-72;110,98;1;5;0;0,36;0;TN;Low;0
Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,25;210,30;0-6;70,10;0;0;1;0,95;1;TP;High;0
Male;1;Yes;No;18;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);59,10;1011,05;13-24;56,17;0;2;0;0,61;1;FP;Moderate;100
Male;0;Yes;Yes;17;Yes;Yes;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;66,70;1077,05;13-24;63,36;0;3;0;0,48;0;TN;Low;0
Female;1;Yes;No;25;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);88,40;2191,15;25-60;87,65;0;3;0;0,74;1;FP;Moderate;100
Female;0;No;No;47;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;74,45;3510,30;25-60;74,69;0;4;0;0,17;0;TN;Low;0
Male;0;Yes;Yes;36;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);60,70;2234,55;25-60;62,07;0;5;0;0,32;0;TN;Low;0
Male;0;No;No;21;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;36,00;780,15;13-24;37,15;0;2;0;0,54;1;FP;Moderate;100
Male;0;No;No;5;Yes;No;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Mailed check;70,00;347,40;0-6;69,48;0;3;1;0,62;1;TP;Moderate;0
Male;0;No;No;9;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);68,25;576,95;7-12;64,11;0;4;0;0,51;1;FP;Moderate;100
Male;1;Yes;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,40;306,60;0-6;76,65;0;0;1;0,91;1;TP;High;0
Male;0;No;No;12;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;81,45;912,00;7-12;76,00;0;1;0;0,92;1;FP;High;100
Female;0;No;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,50;837,95;7-12;76,18;0;0;1;0,92;1;TP;High;0
Female;0;Yes;No;62;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;113,95;6891,40;61-72;111,15;1;6;0;0,28;0;TN;Low;0
Male;0;No;No;66;No;No phone service;DSL;No;No;No;Yes;No;No;One year;No;Credit card (automatic);29,45;1983,15;61-72;30,05;0;1;0;0,29;0;TN;Low;0
Female;0;Yes;Yes;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);99,75;5608,40;25-60;100,15;1;4;0;0,49;0;TN;Low;0
Male;0;No;No;19;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);55,00;1046,50;13-24;55,08;0;2;1;0,54;1;TP;Moderate;0
Female;0;No;Yes;22;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);49,45;1031,40;13-24;46,88;0;3;0;0,51;1;FP;Moderate;100
Male;0;No;No;5;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);75,15;392,65;0-6;78,53;0;4;0;0,66;1;FP;Moderate;100
Male;1;Yes;Yes;38;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;101,15;3741,85;25-60;98,47;1;3;0;0,84;1;FP;High;100
Female;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);21,05;139,75;7-12;17,47;0;0;0;0,42;0;TN;Low;0
Male;1;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,10;25,10;0-6;25,10;0;0;1;0,92;1;TP;High;0
Male;1;Yes;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);90,05;6333,40;61-72;90,48;1;6;0;0,15;0;TN;Low;0
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,40;19,40;0-6;19,40;0;0;0;0,67;1;FP;Moderate;100
Male;0;Yes;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,95;1244,80;61-72;20,08;0;0;0;0,08;0;TN;Low;0
Female;0;No;No;14;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;50,45;765,45;13-24;54,68;0;1;0;0,76;1;FP;High;100
Male;0;Yes;No;24;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);74,40;1712,90;13-24;71,37;0;4;0;0,34;0;TN;Low;0
Male;0;Yes;Yes;69;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);95,20;6671,70;61-72;96,69;1;3;0;0,37;0;TN;Low;0
Female;0;No;No;53;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);106,95;5785,50;25-60;109,16;1;4;1;0,54;1;TP;Moderate;0
Male;0;No;No;44;Yes;No;DSL;Yes;No;No;Yes;Yes;No;One year;No;Electronic check;65,40;2774,55;25-60;63,06;0;3;0;0,32;0;TN;Low;0
Female;0;Yes;No;53;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Bank transfer (automatic);74,10;3833,95;25-60;72,34;0;4;0;0,32;0;TN;Low;0
Female;0;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,10;50,10;0-6;50,10;0;0;1;0,89;1;TP;High;0
Female;0;Yes;No;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;25,25;1108,20;25-60;26,39;0;0;0;0,07;0;TN;Low;0
Female;0;No;No;3;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;75,30;244,10;0-6;81,37;0;4;0;0,72;1;FP;Moderate;100
Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);79,50;5661,70;61-72;78,63;0;5;0;0,09;0;TN;Low;0
Female;1;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;87,10;713,60;7-12;89,20;0;2;0;0,91;1;FP;High;100
Male;0;Yes;No;72;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;84,45;6033,10;61-72;83,79;0;6;0;0,10;0;TN;Low;0
Female;0;Yes;Yes;33;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;93,80;3124,50;25-60;94,68;1;3;1;0,60;1;TP;Moderate;0
Female;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,55;389,25;13-24;21,62;0;0;0;0,41;0;TN;Low;0
Female;0;Yes;No;46;No;No phone service;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;45,55;2062,15;25-60;44,83;0;3;0;0,58;1;FP;Moderate;100
Male;0;Yes;No;15;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);68,60;1108,60;13-24;73,91;0;0;0;0,83;1;FP;High;100
Female;0;No;No;6;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;47,95;305,10;0-6;50,85;0;3;1;0,90;1;TP;High;0
Male;0;Yes;Yes;32;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,75;2347,90;25-60;73,37;0;0;1;0,76;1;TP;High;0
Male;0;Yes;Yes;69;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);75,75;5388,15;61-72;78,09;0;5;0;0,10;0;TN;Low;0
Female;0;No;No;15;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,15;1415,00;13-24;94,33;0;3;0;0,90;1;FP;High;100
Female;0;Yes;No;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);113,60;4594,95;25-60;112,07;1;6;1;0,59;1;TP;Moderate;0
Male;0;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,55;824,75;7-12;74,98;0;1;1;0,91;1;TP;High;0
Male;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,45;76,45;0-6;76,45;0;0;1;0,95;1;TP;High;0
Male;1;Yes;No;30;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;79,65;2365,15;25-60;78,84;0;2;1;0,77;1;TP;High;0
Male;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,45;255,35;7-12;21,28;0;0;0;0,48;0;TN;Low;0
Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,80;44,80;0-6;44,80;0;0;0;0,92;1;FP;High;100
Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,55;48,55;0-6;48,55;0;1;1;0,75;1;TP;Moderate;0
Male;0;No;No;10;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);72,15;794,25;7-12;79,42;0;2;1;0,74;1;TP;Moderate;0
Male;0;Yes;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,60;189,45;7-12;18,95;0;0;0;0,18;0;TN;Low;0
Female;0;No;No;12;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,00;1062,10;7-12;88,51;0;3;1;0,92;1;TP;High;0
Male;0;Yes;No;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,75;1185,95;25-60;20,45;0;0;0;0,06;0;TN;Low;0
Male;0;No;No;2;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;47,80;92,45;0-6;46,23;0;1;1;0,78;1;TP;High;0
Male;0;No;No;50;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);93,50;4747,50;25-60;94,95;1;4;0;0,56;1;FP;Moderate;100
Female;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,45;82,85;0-6;20,71;0;0;0;0,58;1;FP;Moderate;100
Female;0;No;No;61;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);86,45;5175,30;61-72;84,84;0;5;0;0,12;0;TN;Low;0
Male;0;No;No;65;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;One year;No;Electronic check;93,55;6069,25;61-72;93,37;1;3;0;0,42;0;TN;Low;0
Male;0;No;No;6;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;59,45;357,60;0-6;59,60;0;2;0;0,83;1;FP;High;100
Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,75;1769,60;61-72;24,58;0;0;0;0,02;0;TN;Low;0
Male;0;No;No;3;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;50,25;152,30;0-6;50,77;0;1;0;0,72;1;FP;Moderate;100
Male;1;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;74,70;74,70;0-6;74,70;0;1;0;0,79;1;FP;High;100
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,35;20,35;0-6;20,35;0;0;0;0,68;1;FP;Moderate;100
Male;1;Yes;No;24;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,15;2231,05;13-24;92,96;0;3;1;0,89;1;TP;High;0
Male;0;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;109,15;6941,20;61-72;106,79;1;5;1;0,71;1;TP;Moderate;0
Male;0;No;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,40;854,90;25-60;21,37;0;0;0;0,12;0;TN;Low;0
Female;0;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,65;451,55;13-24;19,63;0;0;0;0,06;0;TN;Low;0
Female;0;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,30;470,60;13-24;20,46;0;0;0;0,40;0;TN;Low;0
Female;0;Yes;Yes;22;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;55,15;1206,05;13-24;54,82;0;2;1;0,51;1;TP;Moderate;0
Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,30;19,30;0-6;19,30;0;0;0;0,57;1;FP;Moderate;100
Female;1;No;No;13;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,85;1235,55;13-24;95,04;0;3;0;0,91;1;FP;High;100
Female;0;No;No;59;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;No;Bank transfer (automatic);68,70;4070,95;25-60;69,00;0;3;0;0,29;0;TN;Low;0
Female;0;Yes;Yes;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Electronic check;78,45;5333,35;61-72;78,43;0;5;0;0,31;0;TN;Low;0
Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);116,75;8277,05;61-72;114,96;1;6;0;0,20;0;TN;Low;0
Male;1;No;No;15;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79,40;1156,10;13-24;77,07;0;1;1;0,91;1;TP;High;0
Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;21,00;21,00;0-6;21,00;0;0;1;0,57;1;TP;Moderate;0
Female;0;No;No;3;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,55;233,65;0-6;77,88;0;1;0;0,80;1;FP;High;100
Female;0;Yes;Yes;59;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);72,10;4194,85;25-60;71,10;0;3;0;0,15;0;TN;Low;0
Male;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,10;730,10;25-60;19,21;0;0;0;0,11;0;TN;Low;0
Male;0;Yes;Yes;52;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;No;Bank transfer (automatic);44,25;2276,10;25-60;43,77;0;3;0;0,30;0;TN;Low;0
Male;0;No;No;52;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);63,90;3334,95;25-60;64,13;0;6;0;0,14;0;TN;Low;0
Male;0;No;No;18;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;23,75;424,50;13-24;23,58;0;0;0;0,12;0;TN;Low;0
Female;0;No;No;68;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);82,45;5646,60;61-72;83,04;0;6;0;0,12;0;TN;Low;0
Male;0;No;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25,95;1444,05;25-60;25,79;0;0;0;0,08;0;TN;Low;0
Male;0;No;No;12;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);24,95;280,40;7-12;23,37;0;0;0;0,18;0;TN;Low;0
Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;93,80;4539,35;25-60;89,01;1;3;0;0,69;1;FP;Moderate;100
Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;26,10;1851,45;61-72;25,71;0;0;0;0,03;0;TN;Low;0
Male;0;Yes;Yes;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24,95;1222,25;25-60;23,97;0;0;0;0,05;0;TN;Low;0
Male;0;Yes;Yes;52;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check;79,20;4016,30;25-60;77,24;0;5;0;0,19;0;TN;Low;0
Male;0;Yes;Yes;60;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);65,85;3928,30;25-60;65,47;0;4;0;0,24;0;TN;Low;0
Male;0;No;No;23;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Mailed check;95,30;2192,90;13-24;95,34;0;3;0;0,76;1;FP;High;100
Female;0;Yes;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,30;54,70;0-6;18,23;0;0;0;0,46;0;TN;Low;0
Female;0;Yes;Yes;70;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);75,35;5437,75;61-72;77,68;0;4;0;0,10;0;TN;Low;0
Female;0;Yes;No;70;No;No phone service;DSL;Yes;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);49,85;3370,20;61-72;48,15;0;4;0;0,10;0;TN;Low;0
Female;0;Yes;No;20;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;81,00;1683,70;13-24;84,19;0;2;0;0,66;1;FP;Moderate;100
Male;1;No;No;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);25,00;1260,70;25-60;24,72;0;0;0;0,13;0;TN;Low;0
Female;0;No;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;111,30;7985,90;61-72;112,48;1;6;0;0,24;0;TN;Low;0
Male;0;Yes;No;49;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;Yes;Electronic check;55,35;2633,95;25-60;53,75;0;1;0;0,36;0;TN;Low;0
Female;0;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;88,10;5526,75;61-72;90,60;0;6;0;0,11;0;TN;Low;0
Female;0;No;Yes;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;24,00;24,00;0-6;24,00;0;0;0;0,59;1;FP;Moderate;100
Male;0;Yes;No;64;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);104,05;6605,55;61-72;103,21;1;5;0;0,30;0;TN;Low;0
Female;1;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,30;424,45;0-6;106,11;0;2;1;0,94;1;TP;High;0
Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,95;74,95;0-6;74,95;0;0;1;0,95;1;TP;High;0
Male;1;Yes;No;10;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;75,30;720,45;7-12;72,05;0;1;0;0,76;1;FP;High;100
Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);69,65;4908,25;61-72;68,17;0;4;0;0,10;0;TN;Low;0
Female;0;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);83,65;5733,40;61-72;84,31;0;2;0;0,36;0;TN;Low;0
Male;0;No;No;37;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);90,60;3358,65;25-60;90,77;1;6;0;0,38;0;TN;Low;0
Female;0;No;No;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;118,60;7365,70;61-72;120,75;1;6;0;0,52;1;FP;Moderate;100
Male;0;No;No;36;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);79,20;2854,95;25-60;79,30;0;5;0;0,47;0;TN;Low;0
Male;0;No;No;25;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;105,50;2686,05;25-60;107,44;0;5;0;0,71;1;FP;Moderate;100
Female;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,25;74,20;0-6;37,10;0;0;0;0,89;1;FP;High;100
Female;0;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);111,60;8012,75;61-72;111,29;1;5;0;0,33;0;TN;Low;0
Female;1;No;No;30;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;40,30;1172,95;25-60;39,10;0;2;1;0,77;1;TP;High;0
Male;0;No;No;39;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,40;4040,65;25-60;103,61;1;4;0;0,73;1;FP;Moderate;100
Female;0;Yes;No;28;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,80;3046,05;25-60;108,79;0;4;1;0,78;1;TP;High;0
Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,40;70,40;0-6;70,40;0;0;1;0,94;1;TP;High;0
Female;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,20;2931,00;25-60;91,59;1;2;1;0,89;1;TP;High;0
Male;0;No;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);94,90;4422,95;25-60;96,15;1;3;0;0,52;1;FP;Moderate;100
Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55,40;55,40;0-6;55,40;0;1;1;0,91;1;TP;High;0
Male;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,20;45,20;0-6;45,20;0;0;0;0,91;1;FP;High;100
Female;1;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);105,00;7578,05;61-72;105,25;1;4;0;0,57;1;FP;Moderate;100
Male;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);24,90;49,70;0-6;24,85;0;0;0;0,87;1;FP;High;100
Female;1;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,55;622,90;7-12;69,21;0;0;1;0,92;1;TP;High;0
Female;0;Yes;Yes;34;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;84,75;2839,45;25-60;83,51;0;6;0;0,15;0;TN;Low;0
Male;0;No;No;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,50;791,75;7-12;71,98;0;1;1;0,77;1;TP;High;0
Female;0;No;No;4;No;No phone service;DSL;Yes;No;Yes;Yes;No;Yes;Month-to-month;No;Mailed check;48,25;202,25;0-6;50,56;0;4;0;0,63;1;FP;Moderate;100
Male;0;No;No;3;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;25,10;79,80;0-6;26,60;0;0;0;0,91;1;FP;High;100
Male;0;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,40;6603,00;61-72;104,81;1;4;1;0,86;1;TP;High;0
Female;0;Yes;Yes;23;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,10;611,45;13-24;26,58;0;0;0;0,04;0;TN;Low;0
Female;1;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,50;6479,40;61-72;102,85;1;4;0;0,85;1;FP;High;100
